day,hour_of_day,price_d+1,price_d+2,price_d+3,price_d+4,price_d+5,price_d-1,price_d-2,price_d-3,price_d-4,price_d-5,price_t+1,price_t+2,price_t+3,price_t+4,price_t+5,price_t-1,price_t-2,price_t-3,price_t-4,price_t-5,price_td0,solar_d+1,solar_d+2,solar_d+3,solar_d+4,solar_d+5,solar_d-1,solar_d-2,solar_d-3,solar_d-4,solar_d-5,solar_t+1,solar_t+2,solar_t+3,solar_t+4,solar_t+5,solar_t-1,solar_t-2,solar_t-3,solar_t-4,solar_t-5,solar_td0
79,21,3.91,3.11,2.93,3.39,2.84,2.75,2.67,2.65,3.02,2.56,3.31,2.83,2.18,2.24,1.97,3.7,4.77,4.22,3.52,3.62,3.65,3.91,3.11,2.93,3.39,2.84,2.75,2.67,2.65,3.02,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,15.51,17.18,0.0
79,22,3.51,2.75,3.23,2.73,2.75,3.05,2.46,3.15,2.41,2.07,2.83,2.18,2.24,1.97,2.26,3.65,3.7,4.77,4.22,3.52,3.31,3.51,2.75,3.23,2.73,2.75,3.05,2.46,3.15,2.41,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,15.51,0.0
79,23,2.61,2.71,2.24,2.28,2.01,2.19,2.21,2.28,2.38,2.16,2.18,2.24,1.97,2.26,2.09,3.31,3.65,3.7,4.77,4.22,2.83,2.61,2.71,2.24,2.28,2.01,2.19,2.21,2.28,2.38,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0
79,24,1.68,2.03,2.46,2.14,1.72,1.77,1.83,1.45,1.37,1.1,2.24,1.97,2.26,2.09,1.93,2.83,3.31,3.65,3.7,4.77,2.18,1.68,2.03,2.46,2.14,1.72,1.77,1.83,1.45,1.37,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,1.82,1.91,2.09,2.03,2.1,1.89,1.7,2.46,2.57,1.67,1.97,2.26,2.09,1.93,2.35,2.18,2.83,3.31,3.65,3.7,2.24,1.82,1.91,2.09,2.03,2.1,1.89,1.7,2.46,2.57,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2,1.84,2.25,2.23,1.87,1.7,2.0,2.03,2.39,2.51,1.95,2.26,2.09,1.93,2.35,4.59,2.24,2.18,2.83,3.31,3.65,1.97,1.84,2.25,2.23,1.87,1.7,2.0,2.03,2.39,2.51,1.95,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
80,3,1.57,1.75,2.13,1.66,1.72,2.34,1.79,2.38,2.52,1.81,2.09,1.93,2.35,4.59,4.52,1.97,2.24,2.18,2.83,3.31,2.26,1.57,1.75,2.13,1.66,1.72,2.34,1.79,2.38,2.52,1.81,0.0,0.0,0.0,0.17,4.33,0.0,0.0,0.0,0.0,0.0,0.0
80,4,1.68,2.3,1.81,1.96,1.68,2.55,1.61,2.35,2.15,2.04,1.93,2.35,4.59,4.52,6.12,2.26,1.97,2.24,2.18,2.83,2.09,1.68,2.3,1.81,1.96,1.68,2.55,1.61,2.35,2.15,2.04,0.0,0.0,0.17,4.33,8.16,0.0,0.0,0.0,0.0,0.0,0.0
80,5,1.89,1.87,2.2,1.77,1.84,2.55,1.8,2.52,2.25,2.55,2.35,4.59,4.52,6.12,5.26,2.09,2.26,1.97,2.24,2.18,1.93,1.89,1.87,2.2,1.77,1.84,2.55,1.8,2.52,2.25,2.55,0.0,0.17,4.33,8.16,12.41,0.0,0.0,0.0,0.0,0.0,0.0
80,6,2.34,2.83,3.26,3.17,2.39,2.06,2.08,3.21,2.2,2.75,4.59,4.52,6.12,5.26,4.41,1.93,2.09,2.26,1.97,2.24,2.35,2.34,2.83,3.26,3.17,2.39,2.06,2.08,3.21,2.2,2.75,0.17,4.33,8.16,12.41,14.57,0.0,0.0,0.0,0.0,0.0,0.0
80,7,3.48,4.57,4.46,4.41,2.5,4.7,5.26,3.85,5.08,5.21,4.52,6.12,5.26,4.41,3.59,2.35,1.93,2.09,2.26,1.97,4.59,3.48,4.57,4.46,4.41,2.5,4.7,5.26,3.85,5.08,5.21,4.33,8.16,12.41,14.57,18.33,0.0,0.0,0.0,0.0,0.0,0.17
80,8,4.0,5.53,5.17,4.97,3.57,5.27,6.19,5.55,4.5,5.96,6.12,5.26,4.41,3.59,3.52,4.59,2.35,1.93,2.09,2.26,4.52,4.0,5.53,5.17,4.97,3.57,5.27,6.19,5.55,4.5,5.96,8.16,12.41,14.57,18.33,19.92,0.17,0.0,0.0,0.0,0.0,4.33
80,9,4.02,5.09,6.07,5.81,3.2,6.4,6.64,5.34,6.77,5.9,5.26,4.41,3.59,3.52,4.36,4.52,4.59,2.35,1.93,2.09,6.12,4.02,5.09,6.07,5.81,3.2,6.4,6.64,5.34,6.77,5.9,12.41,14.57,18.33,19.92,19.16,4.33,0.17,0.0,0.0,0.0,8.16
80,10,4.39,4.43,4.88,6.11,3.12,7.38,7.93,5.91,5.12,7.15,4.41,3.59,3.52,4.36,4.56,6.12,4.52,4.59,2.35,1.93,5.26,4.39,4.43,4.88,6.11,3.12,7.38,7.93,5.91,5.12,7.15,14.57,18.33,19.92,19.16,15.69,8.16,4.33,0.17,0.0,0.0,12.41
80,11,3.42,4.08,3.94,4.66,3.79,4.87,7.45,4.73,4.02,5.0,3.59,3.52,4.36,4.56,4.2,5.26,6.12,4.52,4.59,2.35,4.41,3.42,4.08,3.94,4.66,3.79,4.87,7.45,4.73,4.02,5.0,18.33,19.92,19.16,15.69,13.39,12.41,8.16,4.33,0.17,0.0,14.57
80,12,3.49,3.64,3.87,4.57,3.3,3.7,4.43,4.5,4.04,4.25,3.52,4.36,4.56,4.2,3.77,4.41,5.26,6.12,4.52,4.59,3.59,3.49,3.64,3.87,4.57,3.3,3.7,4.43,4.5,4.04,4.25,19.92,19.16,15.69,13.39,8.67,14.57,12.41,8.16,4.33,0.17,18.33
80,13,3.05,3.88,3.38,4.44,3.3,3.55,5.13,4.29,4.67,3.64,4.36,4.56,4.2,3.77,4.58,3.59,4.41,5.26,6.12,4.52,3.52,3.05,3.88,3.38,4.44,3.3,3.55,5.13,4.29,4.67,3.64,19.16,15.69,13.39,8.67,1.67,18.33,14.57,12.41,8.16,4.33,19.92
80,14,3.64,3.88,3.0,4.57,2.93,4.02,4.37,3.88,2.94,3.76,4.56,4.2,3.77,4.58,3.94,3.52,3.59,4.41,5.26,6.12,4.36,3.64,3.88,3.0,4.57,2.93,4.02,4.37,3.88,2.94,3.76,15.69,13.39,8.67,1.67,0.0,19.92,18.33,14.57,12.41,8.16,19.16
80,15,3.23,3.73,3.36,3.51,3.19,3.7,5.39,3.39,3.88,3.81,4.2,3.77,4.58,3.94,3.56,4.36,3.52,3.59,4.41,5.26,4.56,3.23,3.73,3.36,3.51,3.19,3.7,5.39,3.39,3.88,3.81,13.39,8.67,1.67,0.0,0.0,19.16,19.92,18.33,14.57,12.41,15.69
80,16,3.03,3.36,4.17,3.29,2.87,3.62,3.82,4.08,3.5,3.57,3.77,4.58,3.94,3.56,3.91,4.56,4.36,3.52,3.59,4.41,4.2,3.03,3.36,4.17,3.29,2.87,3.62,3.82,4.08,3.5,3.57,8.67,1.67,0.0,0.0,0.0,15.69,19.16,19.92,18.33,14.57,13.39
80,17,3.43,4.16,4.66,3.77,2.8,3.52,3.46,4.1,3.77,3.19,4.58,3.94,3.56,3.91,3.51,4.2,4.56,4.36,3.52,3.59,3.77,3.43,4.16,4.66,3.77,2.8,3.52,3.46,4.1,3.77,3.19,1.67,0.0,0.0,0.0,0.0,13.39,15.69,19.16,19.92,18.33,8.67
80,18,2.96,4.4,4.05,3.86,2.72,4.22,3.78,3.78,3.58,3.78,3.94,3.56,3.91,3.51,2.61,3.77,4.2,4.56,4.36,3.52,4.58,2.96,4.4,4.05,3.86,2.72,4.22,3.78,3.78,3.58,3.78,0.0,0.0,0.0,0.0,0.0,8.67,13.39,15.69,19.16,19.92,1.67
80,19,4.31,4.65,5.66,3.92,2.75,4.77,4.43,3.55,3.8,4.18,3.56,3.91,3.51,2.61,1.68,4.58,3.77,4.2,4.56,4.36,3.94,4.31,4.65,5.66,3.92,2.75,4.77,4.43,3.55,3.8,4.18,0.0,0.0,0.0,0.0,0.0,1.67,8.67,13.39,15.69,19.16,0.0
80,20,2.94,4.22,3.74,3.26,2.74,3.7,4.0,3.07,2.63,3.39,3.91,3.51,2.61,1.68,1.82,3.94,4.58,3.77,4.2,4.56,3.56,2.94,4.22,3.74,3.26,2.74,3.7,4.0,3.07,2.63,3.39,0.0,0.0,0.0,0.0,0.0,0.0,1.67,8.67,13.39,15.69,0.0
80,21,3.11,2.93,3.39,2.84,2.34,3.65,2.75,2.67,2.65,3.02,3.51,2.61,1.68,1.82,1.84,3.56,3.94,4.58,3.77,4.2,3.91,3.11,2.93,3.39,2.84,2.34,3.65,2.75,2.67,2.65,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,8.67,13.39,0.0
80,22,2.75,3.23,2.73,2.75,2.7,3.31,3.05,2.46,3.15,2.41,2.61,1.68,1.82,1.84,1.57,3.91,3.56,3.94,4.58,3.77,3.51,2.75,3.23,2.73,2.75,2.7,3.31,3.05,2.46,3.15,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,8.67,0.0
80,23,2.71,2.24,2.28,2.01,2.15,2.83,2.19,2.21,2.28,2.38,1.68,1.82,1.84,1.57,1.68,3.51,3.91,3.56,3.94,4.58,2.61,2.71,2.24,2.28,2.01,2.15,2.83,2.19,2.21,2.28,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0
80,24,2.03,2.46,2.14,1.72,1.68,2.18,1.77,1.83,1.45,1.37,1.82,1.84,1.57,1.68,1.89,2.61,3.51,3.91,3.56,3.94,1.68,2.03,2.46,2.14,1.72,1.68,2.18,1.77,1.83,1.45,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1,1.91,2.09,2.03,2.1,1.88,2.24,1.89,1.7,2.46,2.57,1.84,1.57,1.68,1.89,2.34,1.68,2.61,3.51,3.91,3.56,1.82,1.91,2.09,2.03,2.1,1.88,2.24,1.89,1.7,2.46,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2,2.25,2.23,1.87,1.7,1.65,1.97,2.0,2.03,2.39,2.51,1.57,1.68,1.89,2.34,3.48,1.82,1.68,2.61,3.51,3.91,1.84,2.25,2.23,1.87,1.7,1.65,1.97,2.0,2.03,2.39,2.51,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
81,3,1.75,2.13,1.66,1.72,1.77,2.26,2.34,1.79,2.38,2.52,1.68,1.89,2.34,3.48,4.0,1.84,1.82,1.68,2.61,3.51,1.57,1.75,2.13,1.66,1.72,1.77,2.26,2.34,1.79,2.38,2.52,0.0,0.0,0.0,0.25,4.37,0.0,0.0,0.0,0.0,0.0,0.0
81,4,2.3,1.81,1.96,1.68,1.59,2.09,2.55,1.61,2.35,2.15,1.89,2.34,3.48,4.0,4.02,1.57,1.84,1.82,1.68,2.61,1.68,2.3,1.81,1.96,1.68,1.59,2.09,2.55,1.61,2.35,2.15,0.0,0.0,0.25,4.37,8.66,0.0,0.0,0.0,0.0,0.0,0.0
81,5,1.87,2.2,1.77,1.84,1.57,1.93,2.55,1.8,2.52,2.25,2.34,3.48,4.0,4.02,4.39,1.68,1.57,1.84,1.82,1.68,1.89,1.87,2.2,1.77,1.84,1.57,1.93,2.55,1.8,2.52,2.25,0.0,0.25,4.37,8.66,16.22,0.0,0.0,0.0,0.0,0.0,0.0
81,6,2.83,3.26,3.17,2.39,1.98,2.35,2.06,2.08,3.21,2.2,3.48,4.0,4.02,4.39,3.42,1.89,1.68,1.57,1.84,1.82,2.34,2.83,3.26,3.17,2.39,1.98,2.35,2.06,2.08,3.21,2.2,0.25,4.37,8.66,16.22,16.55,0.0,0.0,0.0,0.0,0.0,0.0
81,7,4.57,4.46,4.41,2.5,3.37,4.59,4.7,5.26,3.85,5.08,4.0,4.02,4.39,3.42,3.49,2.34,1.89,1.68,1.57,1.84,3.48,4.57,4.46,4.41,2.5,3.37,4.59,4.7,5.26,3.85,5.08,4.37,8.66,16.22,16.55,19.64,0.0,0.0,0.0,0.0,0.0,0.25
81,8,5.53,5.17,4.97,3.57,3.38,4.52,5.27,6.19,5.55,4.5,4.02,4.39,3.42,3.49,3.05,3.48,2.34,1.89,1.68,1.57,4.0,5.53,5.17,4.97,3.57,3.38,4.52,5.27,6.19,5.55,4.5,8.66,16.22,16.55,19.64,19.67,0.25,0.0,0.0,0.0,0.0,4.37
81,9,5.09,6.07,5.81,3.2,4.71,6.12,6.4,6.64,5.34,6.77,4.39,3.42,3.49,3.05,3.64,4.0,3.48,2.34,1.89,1.68,4.02,5.09,6.07,5.81,3.2,4.71,6.12,6.4,6.64,5.34,6.77,16.22,16.55,19.64,19.67,19.39,4.37,0.25,0.0,0.0,0.0,8.66
81,10,4.43,4.88,6.11,3.12,3.9,5.26,7.38,7.93,5.91,5.12,3.42,3.49,3.05,3.64,3.23,4.02,4.0,3.48,2.34,1.89,4.39,4.43,4.88,6.11,3.12,3.9,5.26,7.38,7.93,5.91,5.12,16.55,19.64,19.67,19.39,16.47,8.66,4.37,0.25,0.0,0.0,16.22
81,11,4.08,3.94,4.66,3.79,3.99,4.41,4.87,7.45,4.73,4.02,3.49,3.05,3.64,3.23,3.03,4.39,4.02,4.0,3.48,2.34,3.42,4.08,3.94,4.66,3.79,3.99,4.41,4.87,7.45,4.73,4.02,19.64,19.67,19.39,16.47,14.94,16.22,8.66,4.37,0.25,0.0,16.55
81,12,3.64,3.87,4.57,3.3,3.65,3.59,3.7,4.43,4.5,4.04,3.05,3.64,3.23,3.03,3.43,3.42,4.39,4.02,4.0,3.48,3.49,3.64,3.87,4.57,3.3,3.65,3.59,3.7,4.43,4.5,4.04,19.67,19.39,16.47,14.94,7.33,16.55,16.22,8.66,4.37,0.25,19.64
81,13,3.88,3.38,4.44,3.3,3.35,3.52,3.55,5.13,4.29,4.67,3.64,3.23,3.03,3.43,2.96,3.49,3.42,4.39,4.02,4.0,3.05,3.88,3.38,4.44,3.3,3.35,3.52,3.55,5.13,4.29,4.67,19.39,16.47,14.94,7.33,0.67,19.64,16.55,16.22,8.66,4.37,19.67
81,14,3.88,3.0,4.57,2.93,2.53,4.36,4.02,4.37,3.88,2.94,3.23,3.03,3.43,2.96,4.31,3.05,3.49,3.42,4.39,4.02,3.64,3.88,3.0,4.57,2.93,2.53,4.36,4.02,4.37,3.88,2.94,16.47,14.94,7.33,0.67,0.0,19.67,19.64,16.55,16.22,8.66,19.39
81,15,3.73,3.36,3.51,3.19,2.82,4.56,3.7,5.39,3.39,3.88,3.03,3.43,2.96,4.31,2.94,3.64,3.05,3.49,3.42,4.39,3.23,3.73,3.36,3.51,3.19,2.82,4.56,3.7,5.39,3.39,3.88,14.94,7.33,0.67,0.0,0.0,19.39,19.67,19.64,16.55,16.22,16.47
81,16,3.36,4.17,3.29,2.87,3.11,4.2,3.62,3.82,4.08,3.5,3.43,2.96,4.31,2.94,3.11,3.23,3.64,3.05,3.49,3.42,3.03,3.36,4.17,3.29,2.87,3.11,4.2,3.62,3.82,4.08,3.5,7.33,0.67,0.0,0.0,0.0,16.47,19.39,19.67,19.64,16.55,14.94
81,17,4.16,4.66,3.77,2.8,2.41,3.77,3.52,3.46,4.1,3.77,2.96,4.31,2.94,3.11,2.75,3.03,3.23,3.64,3.05,3.49,3.43,4.16,4.66,3.77,2.8,2.41,3.77,3.52,3.46,4.1,3.77,0.67,0.0,0.0,0.0,0.0,14.94,16.47,19.39,19.67,19.64,7.33
81,18,4.4,4.05,3.86,2.72,2.61,4.58,4.22,3.78,3.78,3.58,4.31,2.94,3.11,2.75,2.71,3.43,3.03,3.23,3.64,3.05,2.96,4.4,4.05,3.86,2.72,2.61,4.58,4.22,3.78,3.78,3.58,0.0,0.0,0.0,0.0,0.0,7.33,14.94,16.47,19.39,19.67,0.67
81,19,4.65,5.66,3.92,2.75,3.3,3.94,4.77,4.43,3.55,3.8,2.94,3.11,2.75,2.71,2.03,2.96,3.43,3.03,3.23,3.64,4.31,4.65,5.66,3.92,2.75,3.3,3.94,4.77,4.43,3.55,3.8,0.0,0.0,0.0,0.0,0.0,0.67,7.33,14.94,16.47,19.39,0.0
81,20,4.22,3.74,3.26,2.74,2.45,3.56,3.7,4.0,3.07,2.63,3.11,2.75,2.71,2.03,1.91,4.31,2.96,3.43,3.03,3.23,2.94,4.22,3.74,3.26,2.74,2.45,3.56,3.7,4.0,3.07,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.67,7.33,14.94,16.47,0.0
81,21,2.93,3.39,2.84,2.34,2.77,3.91,3.65,2.75,2.67,2.65,2.75,2.71,2.03,1.91,2.25,2.94,4.31,2.96,3.43,3.03,3.11,2.93,3.39,2.84,2.34,2.77,3.91,3.65,2.75,2.67,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,7.33,14.94,0.0
81,22,3.23,2.73,2.75,2.7,2.39,3.51,3.31,3.05,2.46,3.15,2.71,2.03,1.91,2.25,1.75,3.11,2.94,4.31,2.96,3.43,2.75,3.23,2.73,2.75,2.7,2.39,3.51,3.31,3.05,2.46,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,7.33,0.0
81,23,2.24,2.28,2.01,2.15,1.74,2.61,2.83,2.19,2.21,2.28,2.03,1.91,2.25,1.75,2.3,2.75,3.11,2.94,4.31,2.96,2.71,2.24,2.28,2.01,2.15,1.74,2.61,2.83,2.19,2.21,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
81,24,2.46,2.14,1.72,1.68,1.48,1.68,2.18,1.77,1.83,1.45,1.91,2.25,1.75,2.3,1.87,2.71,2.75,3.11,2.94,4.31,2.03,2.46,2.14,1.72,1.68,1.48,1.68,2.18,1.77,1.83,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,2.09,2.03,2.1,1.88,0.78,1.82,2.24,1.89,1.7,2.46,2.25,1.75,2.3,1.87,2.83,2.03,2.71,2.75,3.11,2.94,1.91,2.09,2.03,2.1,1.88,0.78,1.82,2.24,1.89,1.7,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2,2.23,1.87,1.7,1.65,0.5,1.84,1.97,2.0,2.03,2.39,1.75,2.3,1.87,2.83,4.57,1.91,2.03,2.71,2.75,3.11,2.25,2.23,1.87,1.7,1.65,0.5,1.84,1.97,2.0,2.03,2.39,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0
82,3,2.13,1.66,1.72,1.77,0.54,1.57,2.26,2.34,1.79,2.38,2.3,1.87,2.83,4.57,5.53,2.25,1.91,2.03,2.71,2.75,1.75,2.13,1.66,1.72,1.77,0.54,1.57,2.26,2.34,1.79,2.38,0.0,0.0,0.0,1.06,11.38,0.0,0.0,0.0,0.0,0.0,0.0
82,4,1.81,1.96,1.68,1.59,0.44,1.68,2.09,2.55,1.61,2.35,1.87,2.83,4.57,5.53,5.09,1.75,2.25,1.91,2.03,2.71,2.3,1.81,1.96,1.68,1.59,0.44,1.68,2.09,2.55,1.61,2.35,0.0,0.0,1.06,11.38,16.09,0.0,0.0,0.0,0.0,0.0,0.0
82,5,2.2,1.77,1.84,1.57,0.67,1.89,1.93,2.55,1.8,2.52,2.83,4.57,5.53,5.09,4.43,2.3,1.75,2.25,1.91,2.03,1.87,2.2,1.77,1.84,1.57,0.67,1.89,1.93,2.55,1.8,2.52,0.0,1.06,11.38,16.09,23.16,0.0,0.0,0.0,0.0,0.0,0.0
82,6,3.26,3.17,2.39,1.98,1.27,2.34,2.35,2.06,2.08,3.21,4.57,5.53,5.09,4.43,4.08,1.87,2.3,1.75,2.25,1.91,2.83,3.26,3.17,2.39,1.98,1.27,2.34,2.35,2.06,2.08,3.21,1.06,11.38,16.09,23.16,20.54,0.0,0.0,0.0,0.0,0.0,0.0
82,7,4.46,4.41,2.5,3.37,3.17,3.48,4.59,4.7,5.26,3.85,5.53,5.09,4.43,4.08,3.64,2.83,1.87,2.3,1.75,2.25,4.57,4.46,4.41,2.5,3.37,3.17,3.48,4.59,4.7,5.26,3.85,11.38,16.09,23.16,20.54,15.38,0.0,0.0,0.0,0.0,0.0,1.06
82,8,5.17,4.97,3.57,3.38,3.15,4.0,4.52,5.27,6.19,5.55,5.09,4.43,4.08,3.64,3.88,4.57,2.83,1.87,2.3,1.75,5.53,5.17,4.97,3.57,3.38,3.15,4.0,4.52,5.27,6.19,5.55,16.09,23.16,20.54,15.38,16.22,1.06,0.0,0.0,0.0,0.0,11.38
82,9,6.07,5.81,3.2,4.71,2.99,4.02,6.12,6.4,6.64,5.34,4.43,4.08,3.64,3.88,3.88,5.53,4.57,2.83,1.87,2.3,5.09,6.07,5.81,3.2,4.71,2.99,4.02,6.12,6.4,6.64,5.34,23.16,20.54,15.38,16.22,12.42,11.38,1.06,0.0,0.0,0.0,16.09
82,10,4.88,6.11,3.12,3.9,2.76,4.39,5.26,7.38,7.93,5.91,4.08,3.64,3.88,3.88,3.73,5.09,5.53,4.57,2.83,1.87,4.43,4.88,6.11,3.12,3.9,2.76,4.39,5.26,7.38,7.93,5.91,20.54,15.38,16.22,12.42,11.72,16.09,11.38,1.06,0.0,0.0,23.16
82,11,3.94,4.66,3.79,3.99,3.23,3.42,4.41,4.87,7.45,4.73,3.64,3.88,3.88,3.73,3.36,4.43,5.09,5.53,4.57,2.83,4.08,3.94,4.66,3.79,3.99,3.23,3.42,4.41,4.87,7.45,4.73,15.38,16.22,12.42,11.72,10.55,23.16,16.09,11.38,1.06,0.0,20.54
82,12,3.87,4.57,3.3,3.65,2.12,3.49,3.59,3.7,4.43,4.5,3.88,3.88,3.73,3.36,4.16,4.08,4.43,5.09,5.53,4.57,3.64,3.87,4.57,3.3,3.65,2.12,3.49,3.59,3.7,4.43,4.5,16.22,12.42,11.72,10.55,7.17,20.54,23.16,16.09,11.38,1.06,15.38
82,13,3.38,4.44,3.3,3.35,1.76,3.05,3.52,3.55,5.13,4.29,3.88,3.73,3.36,4.16,4.4,3.64,4.08,4.43,5.09,5.53,3.88,3.38,4.44,3.3,3.35,1.76,3.05,3.52,3.55,5.13,4.29,12.42,11.72,10.55,7.17,1.2,15.38,20.54,23.16,16.09,11.38,16.22
82,14,3.0,4.57,2.93,2.53,1.76,3.64,4.36,4.02,4.37,3.88,3.73,3.36,4.16,4.4,4.65,3.88,3.64,4.08,4.43,5.09,3.88,3.0,4.57,2.93,2.53,1.76,3.64,4.36,4.02,4.37,3.88,11.72,10.55,7.17,1.2,0.0,16.22,15.38,20.54,23.16,16.09,12.42
82,15,3.36,3.51,3.19,2.82,1.62,3.23,4.56,3.7,5.39,3.39,3.36,4.16,4.4,4.65,4.22,3.88,3.88,3.64,4.08,4.43,3.73,3.36,3.51,3.19,2.82,1.62,3.23,4.56,3.7,5.39,3.39,10.55,7.17,1.2,0.0,0.0,12.42,16.22,15.38,20.54,23.16,11.72
82,16,4.17,3.29,2.87,3.11,2.19,3.03,4.2,3.62,3.82,4.08,4.16,4.4,4.65,4.22,2.93,3.73,3.88,3.88,3.64,4.08,3.36,4.17,3.29,2.87,3.11,2.19,3.03,4.2,3.62,3.82,4.08,7.17,1.2,0.0,0.0,0.0,11.72,12.42,16.22,15.38,20.54,10.55
82,17,4.66,3.77,2.8,2.41,2.32,3.43,3.77,3.52,3.46,4.1,4.4,4.65,4.22,2.93,3.23,3.36,3.73,3.88,3.88,3.64,4.16,4.66,3.77,2.8,2.41,2.32,3.43,3.77,3.52,3.46,4.1,1.2,0.0,0.0,0.0,0.0,10.55,11.72,12.42,16.22,15.38,7.17
82,18,4.05,3.86,2.72,2.61,2.46,2.96,4.58,4.22,3.78,3.78,4.65,4.22,2.93,3.23,2.24,4.16,3.36,3.73,3.88,3.88,4.4,4.05,3.86,2.72,2.61,2.46,2.96,4.58,4.22,3.78,3.78,0.0,0.0,0.0,0.0,0.0,7.17,10.55,11.72,12.42,16.22,1.2
82,19,5.66,3.92,2.75,3.3,2.93,4.31,3.94,4.77,4.43,3.55,4.22,2.93,3.23,2.24,2.46,4.4,4.16,3.36,3.73,3.88,4.65,5.66,3.92,2.75,3.3,2.93,4.31,3.94,4.77,4.43,3.55,0.0,0.0,0.0,0.0,0.0,1.2,7.17,10.55,11.72,12.42,0.0
82,20,3.74,3.26,2.74,2.45,2.57,2.94,3.56,3.7,4.0,3.07,2.93,3.23,2.24,2.46,2.09,4.65,4.4,4.16,3.36,3.73,4.22,3.74,3.26,2.74,2.45,2.57,2.94,3.56,3.7,4.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.17,10.55,11.72,0.0
82,21,3.39,2.84,2.34,2.77,2.12,3.11,3.91,3.65,2.75,2.67,3.23,2.24,2.46,2.09,2.23,4.22,4.65,4.4,4.16,3.36,2.93,3.39,2.84,2.34,2.77,2.12,3.11,3.91,3.65,2.75,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.17,10.55,0.0
82,22,2.73,2.75,2.7,2.39,1.7,2.75,3.51,3.31,3.05,2.46,2.24,2.46,2.09,2.23,2.13,2.93,4.22,4.65,4.4,4.16,3.23,2.73,2.75,2.7,2.39,1.7,2.75,3.51,3.31,3.05,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.17,0.0
82,23,2.28,2.01,2.15,1.74,1.39,2.71,2.61,2.83,2.19,2.21,2.46,2.09,2.23,2.13,1.81,3.23,2.93,4.22,4.65,4.4,2.24,2.28,2.01,2.15,1.74,1.39,2.71,2.61,2.83,2.19,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0
82,24,2.14,1.72,1.68,1.48,0.92,2.03,1.68,2.18,1.77,1.83,2.09,2.23,2.13,1.81,2.2,2.24,3.23,2.93,4.22,4.65,2.46,2.14,1.72,1.68,1.48,0.92,2.03,1.68,2.18,1.77,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,2.03,2.1,1.88,0.78,1.64,1.91,1.82,2.24,1.89,1.7,2.23,2.13,1.81,2.2,3.26,2.46,2.24,3.23,2.93,4.22,2.09,2.03,2.1,1.88,0.78,1.64,1.91,1.82,2.24,1.89,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2,1.87,1.7,1.65,0.5,1.72,2.25,1.84,1.97,2.0,2.03,2.13,1.81,2.2,3.26,4.46,2.09,2.46,2.24,3.23,2.93,2.23,1.87,1.7,1.65,0.5,1.72,2.25,1.84,1.97,2.0,2.03,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
83,3,1.66,1.72,1.77,0.54,1.18,1.75,1.57,2.26,2.34,1.79,1.81,2.2,3.26,4.46,5.17,2.23,2.09,2.46,2.24,3.23,2.13,1.66,1.72,1.77,0.54,1.18,1.75,1.57,2.26,2.34,1.79,0.0,0.0,0.0,0.13,4.08,0.0,0.0,0.0,0.0,0.0,0.0
