actual,curr_pred,exp_ma,hour,slope1,slope2,t1,t2,t3,t4,t5,t6,t7
5.18,5.54,174.466742196,17,-8.62,-5.54,0.95,5.13,4.79,4.57,4.27,5.61,5.15
0,0,174.466742196,18,-5.54,0,0,0,0,0,0,0,0
0,0,174.466742196,19,0,0,0,0,0,0,0,0,0
0,0,174.466742196,20,0,0,0,0,0,0,0,0,0
0,0,174.466742196,21,0,0,0,0,0,0,0,0,0
0,0,174.466742196,22,0,0,0,0,0,0,0,0,0
0,0,174.466742196,23,0,0,0,0,0,0,0,0,0
0,0,175.354893073,0,0,0,0,0,0,0,0,0,0
0,0,175.354893073,1,0,0,0,0,0,0,0,0,0
0,0,175.354893073,2,0,0,0,0,0,0,0,0,0
0,0,175.354893073,3,0,0,0,0,0,0,0,0,0
0,0,175.354893073,4,0,0,0,0,0,0,0,0,0
0,0,175.354893073,5,0,0.04,0,0,0,0,0,0,0
0.04,0.04,175.354893073,6,0.04,8.43,0.02,0.03,0.02,0,0,0,0
8.64,8.47,175.354893073,7,8.43,7.65,5.74,9.2,8.29,8.47,9.63,8.62,8.41
18.17,16.12,175.354893073,8,7.65,4.57,10.94,19.7,18.32,19.28,16.68,18.52,14.09
20.83,20.69,175.354893073,9,4.57,3.15,14.88,19.62,17.3,17.92,16.2,18.76,18.74
21.5,23.84,175.354893073,10,3.15,0.46,21.1,18.53,14.56,21.1,20.42,17.85,21.59
21.29,24.3,175.354893073,11,0.46,-2.63,21.01,16.5,15.34,21.5,19.85,25.26,18.38
21.18,21.67,175.354893073,12,-2.63,-3.9,25,15.74,19.52,19.64,20.6,24.57,21.97
20.67,17.77,175.354893073,13,-3.9,5.35,18.41,13.19,21,26.96,19.34,24.48,23.4
22.65,23.12,175.354893073,14,5.35,-0.21,23.24,12.92,24.45,21.29,19.69,19.22,19.72
22.14,22.91,175.354893073,15,-0.21,-6.12,21.04,9.41,22,20.56,21.11,17.7,17.89
16.22,16.79,175.354893073,16,-6.12,-11.97,14.16,5.36,14.79,11.96,14.33,15.66,14.64
5.34,4.82,175.354893073,17,-11.97,-4.82,5.54,0.95,5.13,4.79,4.57,4.27,5.61
0,0,175.354893073,18,-4.82,0,0,0,0,0,0,0,0
0,0,175.354893073,19,0,0,0,0,0,0,0,0,0
0,0,175.354893073,20,0,0,0,0,0,0,0,0,0
0,0,175.354893073,21,0,0,0,0,0,0,0,0,0
0,0,175.354893073,22,0,0,0,0,0,0,0,0,0
0,0,175.354893073,23,0,0,0,0,0,0,0,0,0
0,0,175.810838953,0,0,0,0,0,0,0,0,0,0
0,0,175.810838953,1,0,0,0,0,0,0,0,0,0
0,0,175.810838953,2,0,0,0,0,0,0,0,0,0
0,0,175.810838953,3,0,0,0,0,0,0,0,0,0
0,0,175.810838953,4,0,0,0,0,0,0,0,0,0
0,0,175.810838953,5,0,0.05,0,0,0,0,0,0,0
0.05,0.05,175.810838953,6,0.05,7.04,0.04,0.02,0.03,0.02,0,0,0
7.99,7.09,175.810838953,7,7.04,11.91,8.47,5.74,9.2,8.29,8.47,9.63,8.62
18.59,19,175.810838953,8,11.91,3.01,16.12,10.94,19.7,18.32,19.28,16.68,18.52
21.63,22.01,175.810838953,9,3.01,-1.64,20.69,14.88,19.62,17.3,17.92,16.2,18.76
22.62,20.37,175.810838953,10,-1.64,-1.06,23.84,21.1,18.53,14.56,21.1,20.42,17.85
20.6,19.31,175.810838953,11,-1.06,-0.2,24.3,21.01,16.5,15.34,21.5,19.85,25.26
21.37,19.11,175.810838953,12,-0.2,3.97,21.67,25,15.74,19.52,19.64,20.6,24.57
20.5,23.08,175.810838953,13,3.97,-6.73,17.77,18.41,13.19,21,26.96,19.34,24.48
18.17,16.35,175.810838953,14,-6.73,2.14,23.12,23.24,12.92,24.45,21.29,19.69,19.22
19.41,18.49,175.810838953,15,2.14,0.52,22.91,21.04,9.41,22,20.56,21.11,17.7
17.86,19.01,175.810838953,16,0.52,-14.14,16.79,14.16,5.36,14.79,11.96,14.33,15.66
5.31,4.87,175.810838953,17,-14.14,-4.87,4.82,5.54,0.95,5.13,4.79,4.57,4.27
0,0,175.810838953,18,-4.87,0,0,0,0,0,0,0,0
0,0,175.810838953,19,0,0,0,0,0,0,0,0,0
0,0,175.810838953,20,0,0,0,0,0,0,0,0,0
0,0,175.810838953,21,0,0,0,0,0,0,0,0,0
0,0,175.810838953,22,0,0,0,0,0,0,0,0,0
0,0,175.810838953,23,0,0,0,0,0,0,0,0,0
0,0,176.716563389,0,0,0,0,0,0,0,0,0,0
0,0,176.716563389,1,0,0,0,0,0,0,0,0,0
0,0,176.716563389,2,0,0,0,0,0,0,0,0,0
0,0,176.716563389,3,0,0,0,0,0,0,0,0,0
0,0,176.716563389,4,0,0,0,0,0,0,0,0,0
0,0,176.716563389,5,0,0.05,0,0,0,0,0,0,0
0.05,0.05,176.716563389,6,0.05,8.34,0.05,0.04,0.02,0.03,0.02,0,0
8.29,8.39,176.716563389,7,8.34,9.94,7.09,8.47,5.74,9.2,8.29,8.47,9.63
17.02,18.33,176.716563389,8,9.94,0.62,19,16.12,10.94,19.7,18.32,19.28,16.68
21.85,18.95,176.716563389,9,0.62,4.02,22.01,20.69,14.88,19.62,17.3,17.92,16.2
24.36,22.97,176.716563389,10,4.02,-2.9,20.37,23.84,21.1,18.53,14.56,21.1,20.42
22.51,20.07,176.716563389,11,-2.9,4.76,19.31,24.3,21.01,16.5,15.34,21.5,19.85
22.83,24.83,176.716563389,12,4.76,-2.38,19.11,21.67,25,15.74,19.52,19.64,20.6
22.41,22.45,176.716563389,13,-2.38,0.8,23.08,17.77,18.41,13.19,21,26.96,19.34
21.62,23.25,176.716563389,14,0.8,0.77,16.35,23.12,23.24,12.92,24.45,21.29,19.69
21.94,24.02,176.716563389,15,0.77,-9.62,18.49,22.91,21.04,9.41,22,20.56,21.11
15.43,14.4,176.716563389,16,-9.62,-9.71,19.01,16.79,14.16,5.36,14.79,11.96,14.33
5.29,4.69,176.716563389,17,-9.71,-4.69,4.87,4.82,5.54,0.95,5.13,4.79,4.57
0,0,176.716563389,18,-4.69,0,0,0,0,0,0,0,0
0,0,176.716563389,19,0,0,0,0,0,0,0,0,0
0,0,176.716563389,20,0,0,0,0,0,0,0,0,0
0,0,176.716563389,21,0,0,0,0,0,0,0,0,0
0,0,176.716563389,22,0,0,0,0,0,0,0,0,0
0,0,176.716563389,23,0,0,0,0,0,0,0,0,0
0,0,177.794455005,0,0,0,0,0,0,0,0,0,0
0,0,177.794455005,1,0,0,0,0,0,0,0,0,0
0,0,177.794455005,2,0,0,0,0,0,0,0,0,0
0,0,177.794455005,3,0,0,0,0,0,0,0,0,0
0,0,177.794455005,4,0,0,0,0,0,0,0,0,0
0,0,177.794455005,5,0,0.06,0,0,0,0,0,0,0
0.06,0.06,177.794455005,6,0.06,7.64,0.05,0.05,0.04,0.02,0.03,0.02,0
8.26,7.7,177.794455005,7,7.64,14.1,8.39,7.09,8.47,5.74,9.2,8.29,8.47
20.13,21.8,177.794455005,8,14.1,-3.46,18.33,19,16.12,10.94,19.7,18.32,19.28
20.1,18.34,177.794455005,9,-3.46,6.81,18.95,22.01,20.69,14.88,19.62,17.3,17.92
22.19,25.15,177.794455005,10,6.81,0.99,22.97,20.37,23.84,21.1,18.53,14.56,21.1
22.98,26.14,177.794455005,11,0.99,-4.66,20.07,19.31,24.3,21.01,16.5,15.34,21.5
22.71,21.48,177.794455005,12,-4.66,-0.22,24.83,19.11,21.67,25,15.74,19.52,19.64
22.13,21.26,177.794455005,13,-0.22,-0.52,22.45,23.08,17.77,18.41,13.19,21,26.96
20.35,20.74,177.794455005,14,-0.52,2.59,23.25,16.35,23.12,23.24,12.92,24.45,21.29
22.29,23.33,177.794455005,15,2.59,-6.13,24.02,18.49,22.91,21.04,9.41,22,20.56
15.92,17.2,177.794455005,16,-6.13,-12.04,14.4,19.01,16.79,14.16,5.36,14.79,11.96
5.86,5.16,177.794455005,17,-12.04,-5.16,4.69,4.87,4.82,5.54,0.95,5.13,4.79
0,0,177.794455005,18,-5.16,0,0,0,0,0,0,0,0
0,0,177.794455005,19,0,0,0,0,0,0,0,0,0
0,0,177.794455005,20,0,0,0,0,0,0,0,0,0
0,0,177.794455005,21,0,0,0,0,0,0,0,0,0
0,0,177.794455005,22,0,0,0,0,0,0,0,0,0
0,0,177.794455005,23,0,0,0,0,0,0,0,0,0
0,0,178.824388665,0,0,0,0,0,0,0,0,0,0
0,0,178.824388665,1,0,0,0,0,0,0,0,0,0
0,0,178.824388665,2,0,0,0,0,0,0,0,0,0
0,0,178.824388665,3,0,0,0,0,0,0,0,0,0
0,0,178.824388665,4,0,0,0,0,0,0,0,0,0
0,0,178.824388665,5,0,0.08,0,0,0,0,0,0,0
0.07,0.08,178.824388665,6,0.08,8.4,0.06,0.05,0.05,0.04,0.02,0.03,0.02
8.16,8.48,178.824388665,7,8.4,11.45,7.7,8.39,7.09,8.47,5.74,9.2,8.29
17.65,19.93,178.824388665,8,11.45,-2.38,21.8,18.33,19,16.12,10.94,19.7,18.32
20.18,17.55,178.824388665,9,-2.38,7.73,18.34,18.95,22.01,20.69,14.88,19.62,17.3
22.36,25.28,178.824388665,10,7.73,2.03,25.15,22.97,20.37,23.84,21.1,18.53,14.56
24.62,27.31,178.824388665,11,2.03,-6.23,26.14,20.07,19.31,24.3,21.01,16.5,15.34
23.13,21.08,178.824388665,12,-6.23,2.05,21.48,24.83,19.11,21.67,25,15.74,19.52
22.19,23.13,178.824388665,13,2.05,-0.75,21.26,22.45,23.08,17.77,18.41,13.19,21
22.49,22.38,178.824388665,14,-0.75,-3.11,20.74,23.25,16.35,23.12,23.24,12.92,24.45
19.33,19.27,178.824388665,15,-3.11,-0.52,23.33,24.02,18.49,22.91,21.04,9.41,22
17.28,18.75,178.824388665,16,-0.52,-13.96,17.2,14.4,19.01,16.79,14.16,5.36,14.79
5.09,4.79,178.824388665,17,-13.96,-4.79,5.16,4.69,4.87,4.82,5.54,0.95,5.13
0,0,178.824388665,18,-4.79,0,0,0,0,0,0,0,0
0,0,178.824388665,19,0,0,0,0,0,0,0,0,0
0,0,178.824388665,20,0,0,0,0,0,0,0,0,0
0,0,178.824388665,21,0,0,0,0,0,0,0,0,0
0,0,178.824388665,22,0,0,0,0,0,0,0,0,0
0,0,178.824388665,23,0,0,0,0,0,0,0,0,0
0,0,179.753496118,0,0,0,0,0,0,0,0,0,0
0,0,179.753496118,1,0,0,0,0,0,0,0,0,0
0,0,179.753496118,2,0,0,0,0,0,0,0,0,0
0,0,179.753496118,3,0,0,0,0,0,0,0,0,0
0,0,179.753496118,4,0,0,0,0,0,0,0,0,0
0,0,179.753496118,5,0,0.06,0,0,0,0,0,0,0
0.07,0.06,179.753496118,6,0.06,7.08,0.08,0.06,0.05,0.05,0.04,0.02,0.03
7.88,7.14,179.753496118,7,7.08,9.51,8.48,7.7,8.39,7.09,8.47,5.74,9.2
17.71,16.65,179.753496118,8,9.51,3.97,19.93,21.8,18.33,19,16.12,10.94,19.7
21.44,20.62,179.753496118,9,3.97,0.05,17.55,18.34,18.95,22.01,20.69,14.88,19.62
20.95,20.67,179.753496118,10,0.05,7.94,25.28,25.15,22.97,20.37,23.84,21.1,18.53
25.04,28.61,179.753496118,11,7.94,-1.68,27.31,26.14,20.07,19.31,24.3,21.01,16.5
24.21,26.93,179.753496118,12,-1.68,-6.42,21.08,21.48,24.83,19.11,21.67,25,15.74
21.86,20.51,179.753496118,13,-6.42,2.18,23.13,21.26,22.45,23.08,17.77,18.41,13.19
23.48,22.69,179.753496118,14,2.18,-1.01,22.38,20.74,23.25,16.35,23.12,23.24,12.92
21.2,21.68,179.753496118,15,-1.01,-6.09,19.27,23.33,24.02,18.49,22.91,21.04,9.41
17.12,15.59,179.753496118,16,-6.09,-10.64,18.75,17.2,14.4,19.01,16.79,14.16,5.36
5.49,4.95,179.753496118,17,-10.64,-4.95,4.79,5.16,4.69,4.87,4.82,5.54,0.95
0,0,179.753496118,18,-4.95,0,0,0,0,0,0,0,0
0,0,179.753496118,19,0,0,0,0,0,0,0,0,0
0,0,179.753496118,20,0,0,0,0,0,0,0,0,0
0,0,179.753496118,21,0,0,0,0,0,0,0,0,0
0,0,179.753496118,22,0,0,0,0,0,0,0,0,0
0,0,179.753496118,23,0,0,0,0,0,0,0,0,0
0,0,179.967978155,0,0,0,0,0,0,0,0,0,0
0,0,179.967978155,1,0,0,0,0,0,0,0,0,0
0,0,179.967978155,2,0,0,0,0,0,0,0,0,0
0,0,179.967978155,3,0,0,0,0,0,0,0,0,0
0,0,179.967978155,4,0,0,0,0,0,0,0,0,0
0,0,179.967978155,5,0,0.1,0,0,0,0,0,0,0
0.09,0.1,179.967978155,6,0.1,7.37,0.06,0.08,0.06,0.05,0.05,0.04,0.02
8.24,7.47,179.967978155,7,7.37,11.47,7.14,8.48,7.7,8.39,7.09,8.47,5.74
17.99,18.94,179.967978155,8,11.47,3.53,16.65,19.93,21.8,18.33,19,16.12,10.94
20.34,22.47,179.967978155,9,3.53,-3.24,20.62,17.55,18.34,18.95,22.01,20.69,14.88
18.97,19.23,179.967978155,10,-3.24,-4.77,20.67,25.28,25.15,22.97,20.37,23.84,21.1
12.9,14.46,179.967978155,11,-4.77,6.14,28.61,27.31,26.14,20.07,19.31,24.3,21.01
18.67,20.6,179.967978155,12,6.14,2.6,26.93,21.08,21.48,24.83,19.11,21.67,25
21.47,23.2,179.967978155,13,2.6,1.04,20.51,23.13,21.26,22.45,23.08,17.77,18.41
22.55,24.24,179.967978155,14,1.04,-4.73,22.69,22.38,20.74,23.25,16.35,23.12,23.24
20.26,19.51,179.967978155,15,-4.73,-6.64,21.68,19.27,23.33,24.02,18.49,22.91,21.04
12.02,12.87,179.967978155,16,-6.64,-9.91,15.59,18.75,17.2,14.4,19.01,16.79,14.16
2.64,2.96,179.967978155,17,-9.91,-2.96,4.95,4.79,5.16,4.69,4.87,4.82,5.54
0,0,179.967978155,18,-2.96,0,0,0,0,0,0,0,0
0,0,179.967978155,19,0,0,0,0,0,0,0,0,0
0,0,179.967978155,20,0,0,0,0,0,0,0,0,0
0,0,179.967978155,21,0,0,0,0,0,0,0,0,0
0,0,179.967978155,22,0,0,0,0,0,0,0,0,0
0,0,179.967978155,23,0,0,0,0,0,0,0,0,0
0,0,180.64080453,0,0,0,0,0,0,0,0,0,0
0,0,180.64080453,1,0,0,0,0,0,0,0,0,0
0,0,180.64080453,2,0,0,0,0,0,0,0,0,0
0,0,180.64080453,3,0,0,0,0,0,0,0,0,0
0,0,180.64080453,4,0,0,0,0,0,0,0,0,0
0,0,180.64080453,5,0,0.04,0,0,0,0,0,0,0
0.04,0.04,180.64080453,6,0.04,7.97,0.1,0.06,0.08,0.06,0.05,0.05,0.04
8.32,8.01,180.64080453,7,7.97,10.64,7.47,7.14,8.48,7.7,8.39,7.09,8.47
16.81,18.65,180.64080453,8,10.64,1.98,18.94,16.65,19.93,21.8,18.33,19,16.12
20.7,20.63,180.64080453,9,1.98,-0.78,22.47,20.62,17.55,18.34,18.95,22.01,20.69
21.47,19.85,180.64080453,10,-0.78,6.32,19.23,20.67,25.28,25.15,22.97,20.37,23.84
24.09,26.17,180.64080453,11,6.32,-4.5,14.46,28.61,27.31,26.14,20.07,19.31,24.3
22.99,21.67,180.64080453,12,-4.5,4.42,20.6,26.93,21.08,21.48,24.83,19.11,21.67
22.75,26.09,180.64080453,13,4.42,-7.27,23.2,20.51,23.13,21.26,22.45,23.08,17.77
21.51,18.82,180.64080453,14,-7.27,0.3,24.24,22.69,22.38,20.74,23.25,16.35,23.12
19.67,19.12,180.64080453,15,0.3,-4.05,19.51,21.68,19.27,23.33,24.02,18.49,22.91
17.32,15.07,180.64080453,16,-4.05,-9.47,12.87,15.59,18.75,17.2,14.4,19.01,16.79
5.77,5.6,180.64080453,17,-9.47,-5.6,2.96,4.95,4.79,5.16,4.69,4.87,4.82
0,0,180.64080453,18,-5.6,0,0,0,0,0,0,0,0
0,0,180.64080453,19,0,0,0,0,0,0,0,0,0
0,0,180.64080453,20,0,0,0,0,0,0,0,0,0
0,0,180.64080453,21,0,0,0,0,0,0,0,0,0
0,0,180.64080453,22,0,0,0,0,0,0,0,0,0
0,0,180.64080453,23,0,0,0,0,0,0,0,0,0
0,0,181.113921516,0,0,0,0,0,0,0,0,0,0
0,0,181.113921516,1,0,0,0,0,0,0,0,0,0
0,0,181.113921516,2,0,0,0,0,0,0,0,0,0
0,0,181.113921516,3,0,0,0,0,0,0,0,0,0
0,0,181.113921516,4,0,0,0,0,0,0,0,0,0
0,0,181.113921516,5,0,0.11,0,0,0,0,0,0,0
0.1,0.11,181.113921516,6,0.11,9.24,0.04,0.1,0.06,0.08,0.06,0.05,0.05
8.93,9.35,181.113921516,7,9.24,5.63,8.01,7.47,7.14,8.48,7.7,8.39,7.09
16.93,14.98,181.113921516,8,5.63,4.11,18.65,18.94,16.65,19.93,21.8,18.33,19
21.58,19.09,181.113921516,9,4.11,1.82,20.63,22.47,20.62,17.55,18.34,18.95,22.01
22.1,20.91,181.113921516,10,1.82,4.05,19.85,19.23,20.67,25.28,25.15,22.97,20.37
23.43,24.96,181.113921516,11,4.05,-2.07,26.17,14.46,28.61,27.31,26.14,20.07,19.31
19.97,22.89,181.113921516,12,-2.07,-0.58,21.67,20.6,26.93,21.08,21.48,24.83,19.11
20.57,22.31,181.113921516,13,-0.58,-3.95,26.09,23.2,20.51,23.13,21.26,22.45,23.08
16.1,18.36,181.113921516,14,-3.95,2.31,18.82,24.24,22.69,22.38,20.74,23.25,16.35
18.12,20.67,181.113921516,15,2.31,-4.71,19.12,19.51,21.68,19.27,23.33,24.02,18.49
15.77,15.96,181.113921516,16,-4.71,-11.02,15.07,12.87,15.59,18.75,17.2,14.4,19.01
5.2,4.94,181.113921516,17,-11.02,-4.94,5.6,2.96,4.95,4.79,5.16,4.69,4.87
0,0,181.113921516,18,-4.94,0,0,0,0,0,0,0,0
0,0,181.113921516,19,0,0,0,0,0,0,0,0,0
0,0,181.113921516,20,0,0,0,0,0,0,0,0,0
0,0,181.113921516,21,0,0,0,0,0,0,0,0,0
0,0,181.113921516,22,0,0,0,0,0,0,0,0,0
0,0,181.113921516,23,0,0,0,0,0,0,0,0,0
0,0,181.765085326,0,0,0,0,0,0,0,0,0,0
0,0,181.765085326,1,0,0,0,0,0,0,0,0,0
0,0,181.765085326,2,0,0,0,0,0,0,0,0,0
0,0,181.765085326,3,0,0,0,0,0,0,0,0,0
0,0,181.765085326,4,0,0,0,0,0,0,0,0,0
0,0,181.765085326,5,0,0.08,0,0,0,0,0,0,0
0.09,0.08,181.765085326,6,0.08,7.56,0.11,0.04,0.1,0.06,0.08,0.06,0.05
8.94,7.64,181.765085326,7,7.56,8.81,9.35,8.01,7.47,7.14,8.48,7.7,8.39
15.5,16.45,181.765085326,8,8.81,2.22,14.98,18.65,18.94,16.65,19.93,21.8,18.33
18.23,18.67,181.765085326,9,2.22,3.94,19.09,20.63,22.47,20.62,17.55,18.34,18.95
20.79,22.61,181.765085326,10,3.94,-4.07,20.91,19.85,19.23,20.67,25.28,25.15,22.97
21.73,18.54,181.765085326,11,-4.07,6.9,24.96,26.17,14.46,28.61,27.31,26.14,20.07
22.32,25.44,181.765085326,12,6.9,-0.74,22.89,21.67,20.6,26.93,21.08,21.48,24.83
21.93,24.7,181.765085326,13,-0.74,-0.6,22.31,26.09,23.2,20.51,23.13,21.26,22.45
22.31,24.1,181.765085326,14,-0.6,-4.32,18.36,18.82,24.24,22.69,22.38,20.74,23.25
20.25,19.78,181.765085326,15,-4.32,-2.89,20.67,19.12,19.51,21.68,19.27,23.33,24.02
15.94,16.89,181.765085326,16,-2.89,-11.56,15.96,15.07,12.87,15.59,18.75,17.2,14.4
5.5,5.33,181.765085326,17,-11.56,-5.33,4.94,5.6,2.96,4.95,4.79,5.16,4.69
0,0,181.765085326,18,-5.33,0,0,0,0,0,0,0,0
0,0,181.765085326,19,0,0,0,0,0,0,0,0,0
0,0,181.765085326,20,0,0,0,0,0,0,0,0,0
0,0,181.765085326,21,0,0,0,0,0,0,0,0,0
0,0,181.765085326,22,0,0,0,0,0,0,0,0,0
0,0,181.765085326,23,0,0,0,0,0,0,0,0,0
0,0,182.471733276,0,0,0,0,0,0,0,0,0,0
0,0,182.471733276,1,0,0,0,0,0,0,0,0,0
0,0,182.471733276,2,0,0,0,0,0,0,0,0,0
0,0,182.471733276,3,0,0,0,0,0,0,0,0,0
0,0,182.471733276,4,0,0,0,0,0,0,0,0,0
0,0,182.471733276,5,0,0.08,0,0,0,0,0,0,0
0.07,0.08,182.471733276,6,0.08,6.79,0.08,0.11,0.04,0.1,0.06,0.08,0.06
6.3,6.87,182.471733276,7,6.79,1.38,7.64,9.35,8.01,7.47,7.14,8.48,7.7
8,8.25,182.471733276,8,1.38,8.88,16.45,14.98,18.65,18.94,16.65,19.93,21.8
15.83,17.13,182.471733276,9,8.88,5.32,18.67,19.09,20.63,22.47,20.62,17.55,18.34
20.09,22.45,182.471733276,10,5.32,5.83,22.61,20.91,19.85,19.23,20.67,25.28,25.15
24.9,28.28,182.471733276,11,5.83,-2.97,18.54,24.96,26.17,14.46,28.61,27.31,26.14
24.49,25.31,182.471733276,12,-2.97,-1.64,25.44,22.89,21.67,20.6,26.93,21.08,21.48
20.9,23.67,182.471733276,13,-1.64,3.54,24.7,22.31,26.09,23.2,20.51,23.13,21.26
23.75,27.21,182.471733276,14,3.54,-8.34,24.1,18.36,18.82,24.24,22.69,22.38,20.74
19.09,18.87,182.471733276,15,-8.34,0.72,19.78,20.67,19.12,19.51,21.68,19.27,23.33
17.47,19.59,182.471733276,16,0.72,-14.79,16.89,15.96,15.07,12.87,15.59,18.75,17.2
5.64,4.8,182.471733276,17,-14.79,-4.8,5.33,4.94,5.6,2.96,4.95,4.79,5.16
0,0,182.471733276,18,-4.8,0,0,0,0,0,0,0,0
0,0,182.471733276,19,0,0,0,0,0,0,0,0,0
0,0,182.471733276,20,0,0,0,0,0,0,0,0,0
0,0,182.471733276,21,0,0,0,0,0,0,0,0,0
0,0,182.471733276,22,0,0,0,0,0,0,0,0,0
0,0,182.471733276,23,0,0,0,0,0,0,0,0,0
0,0,182.092886212,0,0,0,0,0,0,0,0,0,0
0,0,182.092886212,1,0,0,0,0,0,0,0,0,0
0,0,182.092886212,2,0,0,0,0,0,0,0,0,0
0,0,182.092886212,3,0,0,0,0,0,0,0,0,0
0,0,182.092886212,4,0,0,0,0,0,0,0,0,0
0,0,182.092886212,5,0,0.11,0,0,0,0,0,0,0
0.1,0.11,182.092886212,6,0.11,9.18,0.08,0.08,0.11,0.04,0.1,0.06,0.08
9.23,9.29,182.092886212,7,9.18,10.78,6.87,7.64,9.35,8.01,7.47,7.14,8.48
18.3,20.07,182.092886212,8,10.78,-0.95,8.25,16.45,14.98,18.65,18.94,16.65,19.93
19.52,19.12,182.092886212,9,-0.95,-2.29,17.13,18.67,19.09,20.63,22.47,20.62,17.55
18.14,16.83,182.092886212,10,-2.29,-4.52,22.45,22.61,20.91,19.85,19.23,20.67,25.28
13.55,12.31,182.092886212,11,-4.52,7.47,28.28,18.54,24.96,26.17,14.46,28.61,27.31
18.04,19.78,182.092886212,12,7.47,3.31,25.31,25.44,22.89,21.67,20.6,26.93,21.08
21.2,23.09,182.092886212,13,3.31,-0.37,23.67,24.7,22.31,26.09,23.2,20.51,23.13
20.84,22.72,182.092886212,14,-0.37,-5.76,27.21,24.1,18.36,18.82,24.24,22.69,22.38
18.6,16.96,182.092886212,15,-5.76,-6.94,18.87,19.78,20.67,19.12,19.51,21.68,19.27
10.2,10.02,182.092886212,16,-6.94,-8.97,19.59,16.89,15.96,15.07,12.87,15.59,18.75
0.94,1.05,182.092886212,17,-8.97,-1.05,4.8,5.33,4.94,5.6,2.96,4.95,4.79
0,0,182.092886212,18,-1.05,0,0,0,0,0,0,0,0
0,0,182.092886212,19,0,0,0,0,0,0,0,0,0
0,0,182.092886212,20,0,0,0,0,0,0,0,0,0
0,0,182.092886212,21,0,0,0,0,0,0,0,0,0
0,0,182.092886212,22,0,0,0,0,0,0,0,0,0
0,0,182.092886212,23,0,0,0,0,0,0,0,0,0
0,0,182.369044269,0,0,0,0,0,0,0,0,0,0
0,0,182.369044269,1,0,0,0,0,0,0,0,0,0
0,0,182.369044269,2,0,0,0,0,0,0,0,0,0
0,0,182.369044269,3,0,0,0,0,0,0,0,0,0
0,0,182.369044269,4,0,0,0,0,0,0,0,0,0
0,0,182.369044269,5,0,0.09,0,0,0,0,0,0,0
0.1,0.09,182.369044269,6,0.09,7.33,0.11,0.08,0.08,0.11,0.04,0.1,0.06
7.91,7.42,182.369044269,7,7.33,14.01,9.29,6.87,7.64,9.35,8.01,7.47,7.14
20.03,21.43,182.369044269,8,14.01,-0.83,20.07,8.25,16.45,14.98,18.65,18.94,16.65
22.2,20.6,182.369044269,9,-0.83,0.57,19.12,17.13,18.67,19.09,20.63,22.47,20.62
21.42,21.17,182.369044269,10,0.57,2.11,16.83,22.45,22.61,20.91,19.85,19.23,20.67
21.68,23.28,182.369044269,11,2.11,-3.76,12.31,28.28,18.54,24.96,26.17,14.46,28.61
20.83,19.52,182.369044269,12,-3.76,2.32,19.78,25.31,25.44,22.89,21.67,20.6,26.93
23.86,21.84,182.369044269,13,2.32,-0.95,23.09,23.67,24.7,22.31,26.09,23.2,20.51
20.39,20.89,182.369044269,14,-0.95,-4.11,22.72,27.21,24.1,18.36,18.82,24.24,22.69
18.63,16.78,182.369044269,15,-4.11,-2.72,16.96,18.87,19.78,20.67,19.12,19.51,21.68
12.51,14.06,182.369044269,16,-2.72,-10.94,10.02,19.59,16.89,15.96,15.07,12.87,15.59
3.22,3.12,182.369044269,17,-10.94,-3.12,1.05,4.8,5.33,4.94,5.6,2.96,4.95
0,0,182.369044269,18,-3.12,0,0,0,0,0,0,0,0
0,0,182.369044269,19,0,0,0,0,0,0,0,0,0
0,0,182.369044269,20,0,0,0,0,0,0,0,0,0
0,0,182.369044269,21,0,0,0,0,0,0,0,0,0
0,0,182.369044269,22,0,0,0,0,0,0,0,0,0
0,0,182.369044269,23,0,0,0,0,0,0,0,0,0
0,0,181.778072132,0,0,0,0,0,0,0,0,0,0
0,0,181.778072132,1,0,0,0,0,0,0,0,0,0
0,0,181.778072132,2,0,0,0,0,0,0,0,0,0
0,0,181.778072132,3,0,0,0,0,0,0,0,0,0
0,0,181.778072132,4,0,0,0,0,0,0,0,0,0
0,0,181.778072132,5,0,0.08,0,0,0,0,0,0,0
0.08,0.08,181.778072132,6,0.08,10.55,0.09,0.11,0.08,0.08,0.11,0.04,0.1
9.34,10.63,181.778072132,7,10.55,7.87,7.42,9.29,6.87,7.64,9.35,8.01,7.47
17.7,18.5,181.778072132,8,7.87,-1.25,21.43,20.07,8.25,16.45,14.98,18.65,18.94
20.15,17.25,181.778072132,9,-1.25,4.3,20.6,19.12,17.13,18.67,19.09,20.63,22.47
20.15,21.55,181.778072132,10,4.3,-4,21.17,16.83,22.45,22.61,20.91,19.85,19.23
17.41,17.55,181.778072132,11,-4,0.18,23.28,12.31,28.28,18.54,24.96,26.17,14.46
16.74,17.73,181.778072132,12,0.18,-1.74,19.52,19.78,25.31,25.44,22.89,21.67,20.6
17.51,15.99,181.778072132,13,-1.74,0.6,21.84,23.09,23.67,24.7,22.31,26.09,23.2
17.66,16.59,181.778072132,14,0.6,-0.53,20.89,22.72,27.21,24.1,18.36,18.82,24.24
14.64,16.06,181.778072132,15,-0.53,-5.93,16.78,16.96,18.87,19.78,20.67,19.12,19.51
9.95,10.13,181.778072132,16,-5.93,-7.17,14.06,10.02,19.59,16.89,15.96,15.07,12.87
