day,demand_act,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
635,48.62,99.15,56.76,96.56,26.01,104.8,104.29,70.79,102.34,52.61,11
635,119.43,85.78,35.67,81.3,20.13,104.29,83.14,52.61,70.79,104.8,12
635,121.47,85.49,64.88,97.33,24.83,83.14,51.16,104.8,52.61,104.29,13
635,95.01,75.67,46.71,116.94,23.32,51.16,36.19,104.29,104.8,83.14,14
635,58.9,98.55,27.24,119.12,22.85,36.19,27.45,83.14,104.29,51.16,15
635,32.33,31.67,54.41,23.6,22.08,27.45,56.41,51.16,83.14,36.19,16
635,25.44,34.98,112.83,29.9,21.86,56.41,40.9,36.19,51.16,27.45,17
635,56.26,52.16,62.54,28.4,75.31,40.9,80.43,27.45,36.19,56.41,18
635,45.85,104.23,41.73,43.81,50.91,80.43,62.77,56.41,27.45,40.9,19
635,92.1,104.59,32.06,94.11,74.26,62.77,151.08,40.9,56.41,80.43,20
635,66.32,58.14,63.23,103.48,152.25,151.08,156.28,80.43,40.9,62.77,21
635,141.11,76.63,130.04,95.05,191.93,156.28,58.96,62.77,80.43,151.08,22
635,171.77,199.23,54.32,91.22,67.6,58.96,31.48,151.08,62.77,156.28,23
635,56.89,132.96,17.95,42.27,29.08,31.48,37.24,156.28,151.08,58.96,24
636,34.27,77.57,22.69,29.82,59.87,37.24,47.86,58.96,156.28,31.48,1
636,32.47,83.13,24.74,25.72,22.11,47.86,23.62,31.48,58.96,37.24,2
636,55.74,98.0,17.96,25.26,29.33,23.62,22.67,37.24,31.48,47.86,3
636,24.81,92.91,24.44,28.57,53.27,22.67,21.98,47.86,37.24,23.62,4
636,21.22,18.43,20.26,19.8,27.3,21.98,37.0,23.62,47.86,22.67,5
636,25.63,80.89,36.08,24.69,29.97,37.0,109.87,22.67,23.62,21.98,6
636,38.32,69.74,44.65,80.71,49.68,109.87,125.98,21.98,22.67,37.0,7
636,122.66,41.6,69.21,132.49,139.99,125.98,126.26,37.0,21.98,109.87,8
636,117.83,49.78,101.6,102.34,118.52,126.26,99.15,109.87,37.0,125.98,9
636,118.63,97.6,98.52,70.79,135.53,99.15,85.78,125.98,109.87,126.26,10
636,89.28,56.76,85.74,52.61,96.56,85.78,85.49,126.26,125.98,99.15,11
636,85.75,35.67,104.08,104.8,81.3,85.49,75.67,99.15,126.26,85.78,12
636,86.6,64.88,81.43,104.29,97.33,75.67,98.55,85.78,99.15,85.49,13
636,88.81,46.71,92.65,83.14,116.94,98.55,31.67,85.49,85.78,75.67,14
636,87.51,27.24,56.81,51.16,119.12,31.67,34.98,75.67,85.49,98.55,15
636,36.89,54.41,53.46,36.19,23.6,34.98,52.16,98.55,75.67,31.67,16
636,31.31,112.83,69.95,27.45,29.9,52.16,104.23,31.67,98.55,34.98,17
636,57.48,62.54,78.4,56.41,28.4,104.23,104.59,34.98,31.67,52.16,18
636,107.55,41.73,29.44,40.9,43.81,104.59,58.14,52.16,34.98,104.23,19
636,105.98,32.06,25.66,80.43,94.11,58.14,76.63,104.23,52.16,104.59,20
636,65.53,63.23,33.14,62.77,103.48,76.63,199.23,104.59,104.23,58.14,21
636,88.64,130.04,61.3,151.08,95.05,199.23,132.96,58.14,104.59,76.63,22
636,184.47,54.32,143.98,156.28,91.22,132.96,77.57,76.63,58.14,199.23,23
636,127.39,17.95,36.44,58.96,42.27,77.57,83.13,199.23,76.63,132.96,24
637,84.28,22.69,24.82,31.48,29.82,83.13,98.0,132.96,199.23,77.57,1
637,84.02,24.74,21.31,37.24,25.72,98.0,92.91,77.57,132.96,83.13,2
637,87.9,17.96,25.21,47.86,25.26,92.91,18.43,83.13,77.57,98.0,3
637,81.24,24.44,19.19,23.62,28.57,18.43,80.89,98.0,83.13,92.91,4
637,19.87,20.26,20.72,22.67,19.8,80.89,69.74,92.91,98.0,18.43,5
637,93.14,36.08,21.08,21.98,24.69,69.74,41.6,18.43,92.91,80.89,6
637,70.24,44.65,19.24,37.0,80.71,41.6,49.78,80.89,18.43,69.74,7
637,45.47,69.21,63.68,109.87,132.49,49.78,97.6,69.74,80.89,41.6,8
637,51.54,101.6,70.5,125.98,102.34,97.6,56.76,41.6,69.74,49.78,9
637,89.35,98.52,66.91,126.26,70.79,56.76,35.67,49.78,41.6,97.6,10
637,53.33,85.74,94.41,99.15,52.61,35.67,64.88,97.6,49.78,56.76,11
637,37.91,104.08,161.15,85.78,104.8,64.88,46.71,56.76,97.6,35.67,12
637,66.21,81.43,94.24,85.49,104.29,46.71,27.24,35.67,56.76,64.88,13
637,41.04,92.65,32.34,75.67,83.14,27.24,54.41,64.88,35.67,46.71,14
637,28.75,56.81,40.41,98.55,51.16,54.41,112.83,46.71,64.88,27.24,15
637,61.98,53.46,40.21,31.67,36.19,112.83,62.54,27.24,46.71,54.41,16
637,112.19,69.95,55.37,34.98,27.45,62.54,41.73,54.41,27.24,112.83,17
637,67.39,78.4,29.74,52.16,56.41,41.73,32.06,112.83,54.41,62.54,18
637,43.05,29.44,85.98,104.23,40.9,32.06,63.23,62.54,112.83,41.73,19
637,30.14,25.66,44.74,104.59,80.43,63.23,130.04,41.73,62.54,32.06,20
637,68.87,33.14,273.6,58.14,62.77,130.04,54.32,32.06,41.73,63.23,21
637,114.74,61.3,161.29,76.63,151.08,54.32,17.95,63.23,32.06,130.04,22
637,61.4,143.98,106.9,199.23,156.28,17.95,22.69,130.04,63.23,54.32,23
637,18.75,36.44,49.38,132.96,58.96,22.69,24.74,54.32,130.04,17.95,24
638,22.2,24.82,49.85,77.57,31.48,24.74,17.96,17.95,54.32,22.69,1
638,21.65,21.31,59.62,83.13,37.24,17.96,24.44,22.69,17.95,24.74,2
638,20.53,25.21,48.34,98.0,47.86,24.44,20.26,24.74,22.69,17.96,3
638,23.45,19.19,52.34,92.91,23.62,20.26,36.08,17.96,24.74,24.44,4
638,19.52,20.72,48.51,18.43,22.67,36.08,44.65,24.44,17.96,20.26,5
638,36.11,21.08,53.47,80.89,21.98,44.65,69.21,20.26,24.44,36.08,6
638,48.76,19.24,79.76,69.74,37.0,69.21,101.6,36.08,20.26,44.65,7
638,73.46,63.68,157.54,41.6,109.87,101.6,98.52,44.65,36.08,69.21,8
638,103.49,70.5,91.47,49.78,125.98,98.52,85.74,69.21,44.65,101.6,9
638,95.93,66.91,84.3,97.6,126.26,85.74,104.08,101.6,69.21,98.52,10
638,91.56,94.41,90.19,56.76,99.15,104.08,81.43,98.52,101.6,85.74,11
638,91.24,161.15,92.85,35.67,85.78,81.43,92.65,85.74,98.52,104.08,12
638,90.63,94.24,83.56,64.88,85.49,92.65,56.81,104.08,85.74,81.43,13
638,89.66,32.34,81.96,46.71,75.67,56.81,53.46,81.43,104.08,92.65,14
638,54.15,40.41,17.1,27.24,98.55,53.46,69.95,92.65,81.43,56.81,15
638,50.02,40.21,17.45,54.41,31.67,69.95,78.4,56.81,92.65,53.46,16
638,62.74,55.37,24.97,112.83,34.98,78.4,29.44,53.46,56.81,69.95,17
638,68.9,29.74,23.16,62.54,52.16,29.44,25.66,69.95,53.46,78.4,18
638,26.78,85.98,55.6,41.73,104.23,25.66,33.14,78.4,69.95,29.44,19
638,23.68,44.74,34.54,32.06,104.59,33.14,61.3,29.44,78.4,25.66,20
638,36.83,273.6,119.52,63.23,58.14,61.3,143.98,25.66,29.44,33.14,21
638,71.19,161.29,152.56,130.04,76.63,143.98,36.44,33.14,25.66,61.3,22
638,132.31,106.9,104.78,54.32,199.23,36.44,24.82,61.3,33.14,143.98,23
638,39.14,49.38,23.81,17.95,132.96,24.82,21.31,143.98,61.3,36.44,24
639,22.27,49.85,24.7,22.69,77.57,21.31,25.21,36.44,143.98,24.82,1
639,18.61,59.62,25.03,24.74,83.13,25.21,19.19,24.82,36.44,21.31,2
639,24.18,48.34,19.69,17.96,98.0,19.19,20.72,21.31,24.82,25.21,3
639,17.41,52.34,16.57,24.44,92.91,20.72,21.08,25.21,21.31,19.19,4
639,22.17,48.51,22.97,20.26,18.43,21.08,19.24,19.19,25.21,20.72,5
639,20.3,53.47,20.3,36.08,80.89,19.24,63.68,20.72,19.19,21.08,6
639,20.5,79.76,51.91,44.65,69.74,63.68,70.5,21.08,20.72,19.24,7
639,65.36,157.54,129.05,69.21,41.6,70.5,66.91,19.24,21.08,63.68,8
639,64.6,91.47,89.99,101.6,49.78,66.91,94.41,63.68,19.24,70.5,9
639,74.75,84.3,116.71,98.52,97.6,94.41,161.15,70.5,63.68,66.91,10
639,97.07,90.19,85.16,85.74,56.76,161.15,94.24,66.91,70.5,94.41,11
639,159.46,92.85,91.43,104.08,35.67,94.24,32.34,94.41,66.91,161.15,12
639,88.9,83.56,88.7,81.43,64.88,32.34,40.41,161.15,94.41,94.24,13
639,33.12,81.96,177.52,92.65,46.71,40.41,40.21,94.24,161.15,32.34,14
639,36.56,17.1,127.43,56.81,27.24,40.21,55.37,32.34,94.24,40.41,15
639,36.07,17.45,28.48,53.46,54.41,55.37,29.74,40.41,32.34,40.21,16
639,61.74,24.97,31.76,69.95,112.83,29.74,85.98,40.21,40.41,55.37,17
639,30.87,23.16,24.32,78.4,62.54,85.98,44.74,55.37,40.21,29.74,18
639,81.78,55.6,46.25,29.44,41.73,44.74,273.6,29.74,55.37,85.98,19
639,45.24,34.54,119.03,25.66,32.06,273.6,161.29,85.98,29.74,44.74,20
639,255.92,119.52,73.42,33.14,63.23,161.29,106.9,44.74,85.98,273.6,21
639,186.37,152.56,166.06,61.3,130.04,106.9,49.38,273.6,44.74,161.29,22
639,96.17,104.78,131.68,143.98,54.32,49.38,49.85,161.29,273.6,106.9,23
639,49.45,23.81,32.82,36.44,17.95,49.85,59.62,106.9,161.29,49.38,24
640,57.85,24.7,25.16,24.82,22.69,59.62,48.34,49.38,106.9,49.85,1
640,54.83,25.03,18.71,21.31,24.74,48.34,52.34,49.85,49.38,59.62,2
640,56.24,19.69,28.58,25.21,17.96,52.34,48.51,59.62,49.85,48.34,3
640,53.12,16.57,18.51,19.19,24.44,48.51,53.47,48.34,59.62,52.34,4
640,55.67,22.97,25.53,20.72,20.26,53.47,79.76,52.34,48.34,48.51,5
640,48.89,20.3,20.67,21.08,36.08,79.76,157.54,48.51,52.34,53.47,6
640,75.62,51.91,63.83,19.24,44.65,157.54,91.47,53.47,48.51,79.76,7
640,141.48,129.05,132.03,63.68,69.21,91.47,84.3,79.76,53.47,157.54,8
640,93.67,89.99,96.39,70.5,101.6,84.3,90.19,157.54,79.76,91.47,9
640,87.59,116.71,89.98,66.91,98.52,90.19,92.85,91.47,157.54,84.3,10
640,86.0,85.16,90.4,94.41,85.74,92.85,83.56,84.3,91.47,90.19,11
640,85.78,91.43,87.92,161.15,104.08,83.56,81.96,90.19,84.3,92.85,12
640,82.67,88.7,77.7,94.24,81.43,81.96,17.1,92.85,90.19,83.56,13
640,81.1,177.52,32.31,32.34,92.65,17.1,17.45,83.56,92.85,81.96,14
640,18.68,127.43,41.41,40.41,56.81,17.45,24.97,81.96,83.56,17.1,15
640,20.45,28.48,34.84,40.21,53.46,24.97,23.16,17.1,81.96,17.45,16
640,23.01,31.76,22.77,55.37,69.95,23.16,55.6,17.45,17.1,24.97,17
640,26.99,24.32,32.15,29.74,78.4,55.6,34.54,24.97,17.45,23.16,18
640,50.25,46.25,83.24,85.98,29.44,34.54,119.52,23.16,24.97,55.6,19
640,39.15,119.03,84.97,44.74,25.66,119.52,152.56,55.6,23.16,34.54,20
640,118.58,73.42,37.03,273.6,33.14,152.56,104.78,34.54,55.6,119.52,21
640,166.11,166.06,156.82,161.29,61.3,104.78,23.81,119.52,34.54,152.56,22
640,117.54,131.68,76.94,106.9,143.98,23.81,24.7,152.56,119.52,104.78,23
640,26.64,32.82,20.35,49.38,36.44,24.7,25.03,104.78,152.56,23.81,24
641,21.6,25.16,19.89,49.85,24.82,25.03,19.69,23.81,104.78,24.7,1
641,22.82,18.71,24.61,59.62,21.31,19.69,16.57,24.7,23.81,25.03,2
641,20.39,28.58,24.54,48.34,25.21,16.57,22.97,25.03,24.7,19.69,3
641,18.82,18.51,24.53,52.34,19.19,22.97,20.3,19.69,25.03,16.57,4
641,22.79,25.53,23.02,48.51,20.72,20.3,51.91,16.57,19.69,22.97,5
641,19.2,20.67,23.91,53.47,21.08,51.91,129.05,22.97,16.57,20.3,6
641,54.93,63.83,21.96,79.76,19.24,129.05,89.99,20.3,22.97,51.91,7
641,128.8,132.03,55.19,157.54,63.68,89.99,116.71,51.91,20.3,129.05,8
641,104.02,96.39,69.05,91.47,70.5,116.71,85.16,129.05,51.91,89.99,9
641,112.65,89.98,110.14,84.3,66.91,85.16,91.43,89.99,129.05,116.71,10
641,90.08,90.4,101.52,90.19,94.41,91.43,88.7,116.71,89.99,85.16,11
641,90.42,87.92,63.5,92.85,161.15,88.7,177.52,85.16,116.71,91.43,12
641,92.63,77.7,99.76,83.56,94.24,177.52,127.43,91.43,85.16,88.7,13
641,172.08,32.31,92.6,81.96,32.34,127.43,28.48,88.7,91.43,177.52,14
641,123.44,41.41,130.3,17.1,40.41,28.48,31.76,177.52,88.7,127.43,15
641,33.44,34.84,151.75,17.45,40.21,31.76,24.32,127.43,177.52,28.48,16
641,28.46,22.77,107.0,24.97,55.37,24.32,46.25,28.48,127.43,31.76,17
641,25.16,32.15,102.46,23.16,29.74,46.25,119.03,31.76,28.48,24.32,18
641,47.84,83.24,160.48,55.6,85.98,119.03,73.42,24.32,31.76,46.25,19
641,118.46,84.97,106.9,34.54,44.74,73.42,166.06,46.25,24.32,119.03,20
641,71.67,37.03,89.29,119.52,273.6,166.06,131.68,119.03,46.25,73.42,21
641,162.67,156.82,135.06,152.56,161.29,131.68,32.82,73.42,119.03,166.06,22
641,116.1,76.94,106.18,104.78,106.9,32.82,25.16,166.06,73.42,131.68,23
641,33.02,20.35,38.05,23.81,49.38,25.16,18.71,131.68,166.06,32.82,24
642,27.72,19.89,23.48,24.7,49.85,18.71,28.58,32.82,131.68,25.16,1
642,20.51,24.61,22.79,25.03,59.62,28.58,18.51,25.16,32.82,18.71,2
642,26.56,24.54,28.47,19.69,48.34,18.51,25.53,18.71,25.16,28.58,3
642,21.23,24.53,25.7,16.57,52.34,25.53,20.67,28.58,18.71,18.51,4
642,25.04,23.02,25.52,22.97,48.51,20.67,63.83,18.51,28.58,25.53,5
642,21.72,23.91,26.56,20.3,53.47,63.83,132.03,25.53,18.51,20.67,6
642,56.08,21.96,24.4,51.91,79.76,132.03,96.39,20.67,25.53,63.83,7
642,114.99,55.19,121.11,129.05,157.54,96.39,89.98,63.83,20.67,132.03,8
642,87.96,69.05,106.03,89.99,91.47,89.98,90.4,132.03,63.83,96.39,9
642,87.07,110.14,89.49,116.71,84.3,90.4,87.92,96.39,132.03,89.98,10
642,87.35,101.52,53.53,85.16,90.19,87.92,77.7,89.98,96.39,90.4,11
642,89.09,63.5,90.83,91.43,92.85,77.7,32.31,90.4,89.98,87.92,12
642,71.08,99.76,82.6,88.7,83.56,32.31,41.41,87.92,90.4,77.7,13
642,37.63,92.6,86.24,177.52,81.96,41.41,34.84,77.7,87.92,32.31,14
642,43.49,130.3,56.01,127.43,17.1,34.84,22.77,32.31,77.7,41.41,15
642,38.27,151.75,38.58,28.48,17.45,22.77,32.15,41.41,32.31,34.84,16
642,25.96,107.0,52.03,31.76,24.97,32.15,83.24,34.84,41.41,22.77,17
642,32.7,102.46,54.78,24.32,23.16,83.24,84.97,22.77,34.84,32.15,18
642,80.31,160.48,30.61,46.25,55.6,84.97,37.03,32.15,22.77,83.24,19
642,76.64,106.9,41.28,119.03,34.54,37.03,156.82,83.24,32.15,84.97,20
642,37.18,89.29,56.31,73.42,119.52,156.82,76.94,84.97,83.24,37.03,21
642,139.97,135.06,62.69,166.06,152.56,76.94,20.35,37.03,84.97,156.82,22
642,78.78,106.18,40.54,131.68,104.78,20.35,19.89,156.82,37.03,76.94,23
642,22.56,38.05,23.65,32.82,23.81,19.89,24.61,76.94,156.82,20.35,24
643,20.6,23.48,59.62,25.16,24.7,24.61,24.54,20.35,76.94,19.89,1
643,22.04,22.79,24.8,18.71,25.03,24.54,24.53,19.89,20.35,24.61,2
643,21.54,28.47,25.45,28.58,19.69,24.53,23.02,24.61,19.89,24.54,3
643,28.27,25.7,20.81,18.51,16.57,23.02,23.91,24.54,24.61,24.53,4
643,22.22,25.52,23.95,25.53,22.97,23.91,21.96,24.53,24.54,23.02,5
643,22.68,26.56,18.59,20.67,20.3,21.96,55.19,23.02,24.53,23.91,6
643,21.12,24.4,30.57,63.83,51.91,55.19,69.05,23.91,23.02,21.96,7
643,50.79,121.11,34.29,132.03,129.05,69.05,110.14,21.96,23.91,55.19,8
643,78.88,106.03,61.9,96.39,89.99,110.14,101.52,55.19,21.96,69.05,9
643,106.41,89.49,105.87,89.98,116.71,101.52,63.5,69.05,55.19,110.14,10
643,94.36,53.53,47.31,90.4,85.16,63.5,99.76,110.14,69.05,101.52,11
643,65.85,90.83,34.78,87.92,91.43,99.76,92.6,101.52,110.14,63.5,12
643,110.31,82.6,88.84,77.7,88.7,92.6,130.3,63.5,101.52,99.76,13
643,88.8,86.24,80.39,32.31,177.52,130.3,151.75,99.76,63.5,92.6,14
643,139.38,56.01,86.65,41.41,127.43,151.75,107.0,92.6,99.76,130.3,15
643,140.47,38.58,104.84,34.84,28.48,107.0,102.46,130.3,92.6,151.75,16
643,96.88,52.03,228.46,22.77,31.76,102.46,160.48,151.75,130.3,107.0,17
643,96.48,54.78,99.85,32.15,24.32,160.48,106.9,107.0,151.75,102.46,18
643,178.39,30.61,122.54,83.24,46.25,106.9,89.29,102.46,107.0,160.48,19
643,98.44,41.28,192.01,84.97,119.03,89.29,135.06,160.48,102.46,106.9,20
643,100.95,56.31,102.01,37.03,73.42,135.06,106.18,106.9,160.48,89.29,21
643,117.7,62.69,225.71,156.82,166.06,106.18,38.05,89.29,106.9,135.06,22
643,97.7,40.54,96.59,76.94,131.68,38.05,23.48,135.06,89.29,106.18,23
643,36.88,23.65,27.95,20.35,32.82,23.48,22.79,106.18,135.06,38.05,24
644,25.66,59.62,21.6,19.89,25.16,22.79,28.47,38.05,106.18,23.48,1
644,23.98,24.8,26.14,24.61,18.71,28.47,25.7,23.48,38.05,22.79,2
644,25.46,25.45,23.53,24.54,28.58,25.7,25.52,22.79,23.48,28.47,3
644,24.25,20.81,19.19,24.53,18.51,25.52,26.56,28.47,22.79,25.7,4
644,25.68,23.95,26.94,23.02,25.53,26.56,24.4,25.7,28.47,25.52,5
644,23.53,18.59,37.78,23.91,20.67,24.4,121.11,25.52,25.7,26.56,6
644,25.9,30.57,91.78,21.96,63.83,121.11,106.03,26.56,25.52,24.4,7
644,112.07,34.29,117.79,55.19,132.03,106.03,89.49,24.4,26.56,121.11,8
644,97.97,61.9,92.57,69.05,96.39,89.49,53.53,121.11,24.4,106.03,9
644,100.59,105.87,92.84,110.14,89.98,53.53,90.83,106.03,121.11,89.49,10
644,59.91,47.31,85.46,101.52,90.4,90.83,82.6,89.49,106.03,53.53,11
644,87.37,34.78,57.77,63.5,87.92,82.6,86.24,53.53,89.49,90.83,12
644,76.74,88.84,25.5,99.76,77.7,86.24,56.01,90.83,53.53,82.6,13
644,80.16,80.39,20.49,92.6,32.31,56.01,38.58,82.6,90.83,86.24,14
644,60.6,86.65,21.47,130.3,41.41,38.58,52.03,86.24,82.6,56.01,15
644,34.03,104.84,16.91,151.75,34.84,52.03,54.78,56.01,86.24,38.58,16
644,57.67,228.46,24.84,107.0,22.77,54.78,30.61,38.58,56.01,52.03,17
644,56.27,99.85,22.9,102.46,32.15,30.61,41.28,52.03,38.58,54.78,18
644,29.22,122.54,44.28,160.48,83.24,41.28,56.31,54.78,52.03,30.61,19
644,39.72,192.01,109.78,106.9,84.97,56.31,62.69,30.61,54.78,41.28,20
644,59.21,102.01,147.47,89.29,37.03,62.69,40.54,41.28,30.61,56.31,21
644,70.14,225.71,211.53,135.06,156.82,40.54,23.65,56.31,41.28,62.69,22
644,38.88,96.59,153.07,106.18,76.94,23.65,59.62,62.69,56.31,40.54,23
644,26.35,27.95,78.38,38.05,20.35,59.62,24.8,40.54,62.69,23.65,24
645,63.77,21.6,31.58,23.48,19.89,24.8,25.45,23.65,40.54,59.62,1
645,25.55,26.14,24.99,22.79,24.61,25.45,20.81,59.62,23.65,24.8,2
645,24.63,23.53,27.03,28.47,24.54,20.81,23.95,24.8,59.62,25.45,3
645,21.35,19.19,23.7,25.7,24.53,23.95,18.59,25.45,24.8,20.81,4
645,27.23,26.94,25.3,25.52,23.02,18.59,30.57,20.81,25.45,23.95,5
645,21.83,37.78,46.51,26.56,23.91,30.57,34.29,23.95,20.81,18.59,6
645,27.33,91.78,153.97,24.4,21.96,34.29,61.9,18.59,23.95,30.57,7
645,31.66,117.79,157.52,121.11,55.19,61.9,105.87,30.57,18.59,34.29,8
645,55.51,92.57,83.51,106.03,69.05,105.87,47.31,34.29,30.57,61.9,9
645,102.75,92.84,81.1,89.49,110.14,47.31,34.78,61.9,34.29,105.87,10
645,49.76,85.46,85.57,53.53,101.52,34.78,88.84,105.87,61.9,47.31,11
645,32.42,57.77,94.74,90.83,63.5,88.84,80.39,47.31,105.87,34.78,12
645,103.55,25.5,82.72,82.6,99.76,80.39,86.65,34.78,47.31,88.84,13
645,82.71,20.49,39.71,86.24,92.6,86.65,104.84,88.84,34.78,80.39,14
645,87.0,21.47,24.09,56.01,130.3,104.84,228.46,80.39,88.84,86.65,15
645,112.84,16.91,19.44,38.58,151.75,228.46,99.85,86.65,80.39,104.84,16
645,223.23,24.84,30.82,52.03,107.0,99.85,122.54,104.84,86.65,228.46,17
645,104.05,22.9,24.97,54.78,102.46,122.54,192.01,228.46,104.84,99.85,18
645,136.2,44.28,31.35,30.61,160.48,192.01,102.01,99.85,228.46,122.54,19
645,218.18,109.78,54.39,41.28,106.9,102.01,225.71,122.54,99.85,192.01,20
645,98.74,147.47,113.19,56.31,89.29,225.71,96.59,192.01,122.54,102.01,21
645,201.21,211.53,90.97,62.69,135.06,96.59,27.95,102.01,192.01,225.71,22
645,90.84,153.07,107.08,40.54,106.18,27.95,21.6,225.71,102.01,96.59,23
645,25.27,78.38,157.16,23.65,38.05,21.6,26.14,96.59,225.71,27.95,24
646,23.8,31.58,29.0,59.62,23.48,26.14,23.53,27.95,96.59,21.6,1
646,23.19,24.99,22.8,24.8,22.79,23.53,19.19,21.6,27.95,26.14,2
646,23.13,27.03,22.17,25.45,28.47,19.19,26.94,26.14,21.6,23.53,3
646,21.27,23.7,24.4,20.81,25.7,26.94,37.78,23.53,26.14,19.19,4
646,24.04,25.3,28.44,23.95,25.52,37.78,91.78,19.19,23.53,26.94,5
646,34.12,46.51,23.36,18.59,26.56,91.78,117.79,26.94,19.19,37.78,6
646,83.16,153.97,21.28,30.57,24.4,117.79,92.57,37.78,26.94,91.78,7
646,114.55,157.52,68.71,34.29,121.11,92.57,92.84,91.78,37.78,117.79,8
646,90.66,83.51,101.16,61.9,106.03,92.84,85.46,117.79,91.78,92.57,9
646,86.08,81.1,93.86,105.87,89.49,85.46,57.77,92.57,117.79,92.84,10
646,85.83,85.57,99.48,47.31,53.53,57.77,25.5,92.84,92.57,85.46,11
646,61.17,94.74,99.71,34.78,90.83,25.5,20.49,85.46,92.84,57.77,12
646,23.04,82.72,43.46,88.84,82.6,20.49,21.47,57.77,85.46,25.5,13
646,20.1,39.71,27.11,80.39,86.24,21.47,16.91,25.5,57.77,20.49,14
646,23.88,24.09,21.93,86.65,56.01,16.91,24.84,20.49,25.5,21.47,15
646,19.48,19.44,27.94,104.84,38.58,24.84,22.9,21.47,20.49,16.91,16
646,24.01,30.82,23.01,228.46,52.03,22.9,44.28,16.91,21.47,24.84,17
646,22.9,24.97,22.5,99.85,54.78,44.28,109.78,24.84,16.91,22.9,18
646,39.9,31.35,29.25,122.54,30.61,109.78,147.47,22.9,24.84,44.28,19
646,103.6,54.39,41.71,192.01,41.28,147.47,211.53,44.28,22.9,109.78,20
646,143.82,113.19,55.85,102.01,56.31,211.53,153.07,109.78,44.28,147.47,21
646,190.03,90.97,144.62,225.71,62.69,153.07,78.38,147.47,109.78,211.53,22
646,160.97,107.08,108.07,96.59,40.54,78.38,31.58,211.53,147.47,153.07,23
646,74.45,157.16,50.04,27.95,23.65,31.58,24.99,153.07,211.53,78.38,24
647,28.06,29.0,60.22,21.6,59.62,24.99,27.03,78.38,153.07,31.58,1
647,22.56,22.8,29.37,26.14,24.8,27.03,23.7,31.58,78.38,24.99,2
647,28.65,22.17,26.22,23.53,25.45,23.7,25.3,24.99,31.58,27.03,3
647,22.45,24.4,19.29,19.19,20.81,25.3,46.51,27.03,24.99,23.7,4
647,27.88,28.44,20.78,26.94,23.95,46.51,153.97,23.7,27.03,25.3,5
647,46.7,23.36,17.96,37.78,18.59,153.97,157.52,25.3,23.7,46.51,6
647,147.2,21.28,60.06,91.78,30.57,157.52,83.51,46.51,25.3,153.97,7
647,139.97,68.71,88.84,117.79,34.29,83.51,81.1,153.97,46.51,157.52,8
647,95.98,101.16,85.07,92.57,61.9,81.1,85.57,157.52,153.97,83.51,9
647,84.91,93.86,81.41,92.84,105.87,85.57,94.74,83.51,157.52,81.1,10
647,92.02,99.48,120.91,85.46,47.31,94.74,82.72,81.1,83.51,85.57,11
647,84.68,99.71,54.2,57.77,34.78,82.72,39.71,85.57,81.1,94.74,12
647,91.49,43.46,35.32,25.5,88.84,39.71,24.09,94.74,85.57,82.72,13
647,37.18,27.11,16.91,20.49,80.39,24.09,19.44,82.72,94.74,39.71,14
647,27.31,21.93,20.49,21.47,86.65,19.44,30.82,39.71,82.72,24.09,15
647,22.63,27.94,19.43,16.91,104.84,30.82,24.97,24.09,39.71,19.44,16
647,28.23,23.01,21.6,24.84,228.46,24.97,31.35,19.44,24.09,30.82,17
647,25.25,22.5,17.9,22.9,99.85,31.35,54.39,30.82,19.44,24.97,18
647,30.72,29.25,75.12,44.28,122.54,54.39,113.19,24.97,30.82,31.35,19
647,50.71,41.71,131.49,109.78,192.01,113.19,90.97,31.35,24.97,54.39,20
647,133.15,55.85,164.0,147.47,102.01,90.97,107.08,54.39,31.35,113.19,21
647,86.3,144.62,193.35,211.53,225.71,107.08,157.16,113.19,54.39,90.97,22
647,112.42,108.07,147.94,153.07,96.59,157.16,29.0,90.97,113.19,107.08,23
647,159.52,50.04,23.29,78.38,27.95,29.0,22.8,107.08,90.97,157.16,24
648,30.66,60.22,25.48,31.58,21.6,22.8,22.17,157.16,107.08,29.0,1
648,26.29,29.37,24.59,24.99,26.14,22.17,24.4,29.0,157.16,22.8,2
648,24.96,26.22,18.63,27.03,23.53,24.4,28.44,22.8,29.0,22.17,3
648,25.66,19.29,23.09,23.7,19.19,28.44,23.36,22.17,22.8,24.4,4
648,25.63,20.78,23.85,25.3,26.94,23.36,21.28,24.4,22.17,28.44,5
648,25.39,17.96,24.06,46.51,37.78,21.28,68.71,28.44,24.4,23.36,6
648,24.19,60.06,78.16,153.97,91.78,68.71,101.16,23.36,28.44,21.28,7
648,60.89,88.84,134.89,157.52,117.79,101.16,93.86,21.28,23.36,68.71,8
648,110.1,85.07,139.1,83.51,92.57,93.86,99.48,68.71,21.28,101.16,9
648,99.94,81.41,116.86,81.1,92.84,99.48,99.71,101.16,68.71,93.86,10
648,103.53,120.91,87.75,85.57,85.46,99.71,43.46,93.86,101.16,99.48,11
648,90.19,54.2,74.11,94.74,57.77,43.46,27.11,99.48,93.86,99.71,12
648,39.87,35.32,48.34,82.72,25.5,27.11,21.93,99.71,99.48,43.46,13
648,25.18,16.91,16.37,39.71,20.49,21.93,27.94,43.46,99.71,27.11,14
